hist_vergy_desc;This character is a descendant of Erchinoald, mayor of the palace of Neustria in 641. According to Fredegar, he was a relative (consanguineus) of merovingian king Dagobert I's mother. His son, Leudesius, and much of his family were destroyed in the conflict between the factions of Saint Leudegar of Autun Leger and Ebroin in 676, the name does resurface in the 7th century in Frankia suggesting he may have had some descendants who survived and Chaume has posited a sister who was ancestor to a number of powerful families during the Carolingian era such as the Guerinids, the counts of Gatinais, the Guidonids and the Vergy. The House of Vergy is one of the oldest French noble families. The first known lord of Vergy is Guerin (Warin) de Vergy (Saint Warinus), brother of saint Leodegar. Guerin was stoned around 681 at the foot of the rocky spur at Vergy, shortly after his brother's martyrdom. The house of Vergy arose in the 9th century with Warin, or Guerin, I of Vergy(760 – 819), who was count of Chalon and count of M?con, then count of Auvergne (818).;;;;;;;;;;;;;x
;;;;;;;;;;;;;x;
hist_basil;Blood of Basil;;;;;;;;;;;;;x
hist_basil_desc;This character is a descendant of Basil I, called the Macedonian, who was a Byzantine Emperor of probable Armenian descent who reigned from 867 to 886. Born a simple peasant in the Byzantine theme of Macedonia, he rose in the Imperial court, and usurped the Imperial throne from Emperor Michael III. Despite his humble origins, he showed great ability in running the affairs of state, leading a revival of Imperial power and to a renaissance of Byzantine art. He was perceived by the Byzantines as one of their greatest emperors, and the dynasty he founded, the Macedonian, ruled over what is regarded as the most glorious and prosperous era of the Byzantine Empire.;;;;;;;;;;;;;x
hist_samo;Blood of Samo;;;;;;;;;;;;;x
hist_samo_desc;This character is a descendant of Samo the Great, the First High King and Emperor of the Western Slavs. Samo was not a Slav, but a merchant of Frankish descent. As a supplier of weapons to the Slavs, and as a result of his great personal charisma, Samo came to be elected as High King by the Slavs of Moravia and Slovakia, in their attempt to unite against the Avars. Samo increased his authority over the Western Slavic lands by marrying the daughers of many Slavic princes. He had over twelve wives and fathered twenty two legitimate sons and fifteen daughters by his wives. His progeny by concubines or lovers is myriad! This true father of Western Slavic royalty managed to unite the Western Slavs into their own primitive version of an Empire, a great state that would later come to be called Great Moravia. Humbling all who would oppose him, from the Avars to the Germans and the Franks, Samo crowned himself Emperor in immitation of the Romans, and proved to be an inspiration for many later Slavic monarchs, in truth most descending from him, if only on the maternal side. His descendants squandered his legacy and lost their 'Empire' and thus turned to the worship of Veles in their great bitterness. ;;;;;;;;;;;;;x
hist_cerdic;Blood of Cerdic;;;;;;;;;;;;;x
hist_cerdic_desc;This character is a descendant of Cerdic, the first King of Wessex. The establishment of Wessex started in 495 CE when Cerdic and his son Cynric began to slowly drive out the Brythons from the area that would later become the most famous Kingdom of the Saxons. Claiming descent from Woden himself, the Cerdicing kings of Wessex remained staunchly pagan refusing to convert to Christianity. While the Cerdicing kings consider themselves to be the rightful Bretwaldas of the Saxons, their power has fluctuated over the centuries. Many consider Alfred, Bretwalda of the Saxons to be the greatest of the Cerdicing kings, as a result of his victory in 878 CE over Gutrhum the Danish King of the Danelaw. His defeat of the Danes at Ethandun put an effective end to the expansion of the Danes into Western Britannia. A less fondly rememberd Cerdicing is Edward the Martyr, the one Christian King of Wessex. His repeated attempts at converting his subjects failed miserably and earned him his death in 978 CE, when he was assassinated by his brother the pagan Aethelred, a deed met with great approval by the people. The West Saxons know that they are ruled by the Blood of Woden, and they would never tolerate such blasphemy! The Cerdicings of Wessex remember their divine heritage and uppon their ascension as Kings of the West Saxons are required to swear an Oath to drive the Christians into the Sea. While many Kings have failed this Oath so far, who is to say that a future King of Wessex might not succeed where the others have failed?;;;;;;;;;;;;;x
hist_arsaces;Blood of Arsaces;;;;;;;;;;;;;x
hist_arsaces_desc;This character is a descendant of Arsaces I of Parthia who, as leader of the Parni tribe, founded it in the mid-3rd century BC when he conquered the Parthia region in Iran's northeast, then a satrapy in rebellion against the Seleucid Empire.;;;;;;;;;;;;;x
hist_otton;Blood of Otton;;;;;;;;;;;;;x
hist_otton_desc;This character is a descendant of Liudolf, a Saxon count, son of Graf Brun. The ruling Liudolfing House, also known as the Ottonian dynasty, is named after him - he is its oldest verified member. The Ottonian dynasty was a dynasty of German Kings since 919, named after its first Emperor but also known as the Saxon dynasty after the family's origin. The Ottonian rulers are also regarded as successors of the Frankish Carolingian dynasty.;;;;;;;;;;;;;x
hist_findlaech;Blood of Findláech;;;;;;;;;;;;;x
hist_findlaech_desc;This character is a descendant of Findláech mac Ruaidrí, King of Moray and Fortriu. Findláech, King of Moray managed to become King of Fortriu and after several campaigns throughout the North he was acknowledged as High King of Alba. His rule was ephemereal, as he died at the hands of his own son Mac Bethad, Ri Deircc - the Red King. Mac Bethad would in turn become High King of Alba after assassinating all those who would oppose him. Widely accused of using witchcraft in order to further his ambitions, Mac Bethad openly took the title of The Witch King of Fortriu. Several lesser kings are said to have died as a result of his witchery, and even Duncan, the King of Alba is said to have succumbed to his unholy powers. Being true to his blood, his son Mac Bethad II assassinated his own father, also taking to the title of Witch King of Fortriu with relish. While the Blood of Findláech might have lost the High Kingship, their terrible reputation and fearful powers might very well help restore them to their rightful throne. Their enemies know that to defy them is to court death, for the evils the Blood of Findláech can unleash upon their enemies are legion! ;;;;;;;;;;;;;x
hist_britconstantine;Blood of Constantine;;;;;;;;;;;;;x
hist_britconstantine_desc;This character is a descendant of the Emperor Constantine, founder of Constantinople and first Christian Emperor.;;;;;;;;;;;;;x
hist_ivar;Blood of Ivar;;;;;;;;;;;;;x
hist_ivar_desc;This character is a descendant of Ivar the Boneless, son of Ragnar Lodbrok. Ivar, the Scourge of the Islands, was one of the leaders of the Norse attacks in Britannia in the middle of the 9th century CE. Ivar campaigned throughout the Islands humbling many kings from the petty Kings of Hibernia to great Kings such as Aella the High King of Northanhymbra. His legendary cruelty saw many captured Kings blood-eagled - their ribs cut off by the spine, then broken on their back, so as to resemble blood-stained wings, their lungs pulled out through the wounds in their back - in order to subdue the rest. The pale skinned Ivar became a figure of great dread and his strange sickness made many whisper of his unnatural condition. It is said that his very bones melted in the end, yet his body would not decay. While some believe that his uncorrupt body was burned in a great pyre, others believe that Ivar was sent to the bottom of the Sea and will one day rise up again to terrorize all of the Islands! His Blood remains strong, and many kings, from Bernicia, to the Isles to Dubhlin, hail Ivar as their legendary sire. They all know that their Blood carries great power, and they all hear the whispers of their great ancestor! None of the Ivarrings believe him to be gone forever, and all await his return from the Sea! Woe to the Lands of Man, when Ivar the Boneless will come again!;;;;;;;;;;;;;x
hist_fergus;Blood of Fergus;;;;;;;;;;;;;x
hist_fergus_desc;This character is a descendant of Fergus Mor, the legendary Progenitor of the Gabrains of Dal Riata. The Eastern line of the Gabrains centered their power around their great stronghold of Dun Chailleann, later called Dunkeld. While their Western relatives claim to be the senior line of the family, the Eastern Gabrains care little for this claim. Their power is greater, and the number of swords they command can do the talking for them! These Gabrains of Dun Chailleann as they have come to be called have held the High Kingship of Alba more times than the Western line in recent times and can safely claim to be the strongest descendants of the Blood of Fergus! While their power has diminished of late, the true Kings of Alba have the resources to humble all of the North, including their wayward Western cousins!;;;;;;;;;;;;;x
hist_guthrum;Blood of Guthrum;;;;;;;;;;;;;x
hist_guthrum_desc;This character is a descendant of Guthrum, the great Danish King of the Danelaw. Guthrum's dream of a great kingdom of Daneland began by humbling the lesser Danish Lords of the East. By 874 CE he had consolidated his power over much of the Danelaw and declared himself as High King of the Danes in England. His campaigns of conquest took him further and further afield, till finally he met the host of Wessex. In 878 CE at Ethandun, Alfred of Wessex defeated in Guthrum in a contest that would become the inspiration of many a song. While Alfred defeated Guthrum, his power was by no means broken, and a treaty was signed between the Danes and the Saxons, with the Great King of the Danelaw holding on to his Eastern dominions. Guthrum's later conversion to Christianity was a calculated move aimed at securing his possessions, a move which proved highly succesful, as the Christian Saxon kings surrounding his lands could stomach a Christian Danish kingdom easier than a pagan one. His Blood still rule over the great Kingdom of Daneland, although they have yet to immitate their great ancestor. While their glory might only be heard in song, they are ever ready to grasp it once more!;;;;;;;;;;;;;x
hist_halfdan;Blood of Halfdan;;;;;;;;;;;;;x
hist_halfdan_desc;This character is a descendant of Halfdan Ragnarsson, the great Norse King of Yorvik. The lesser known son of Ragnar Lodbrok, Halfdan was one of the commanders of the Great Norse Army that ravaged the British Isles in the 9th century CE. While his brothers hogged the glory, Halfdan saw to his conquests. He humbled many Saxon Kings, including Alfred in a great battle near Reading. His rule had many ups and downs and saw him in control of many great cities, including Londinium, before losing them to his many enemies. Widely feared for his cruelty, and reportedly putting even his brother Ivar to shame on that account, Halfdan lost his many domains, and would only manage to hold on to Jorvik. His blood have held on to this great Norse Kingdom ever since and to this day remain the terror of the Isles. Their Raven Banners set fear in the hearts of their enemies, for all who oppose them know that when the Ravens come calling, the Blood Eagles spread throughout the Land!;;;;;;;;;;;;;x
hist_conan;Blood of Conan;;;;;;;;;;;;;x
hist_conan_desc;This character is a descendant of Conan Meriadoc, a legendary British leader credited with founding Brittany. Welsh texts associate him with Maxsen Wledic or Magnus Maximus, a Roman usurper of the Valentinian dynasty who was widely regarded as having deprived Britain of its defenses when he took its legions to claim the imperial throne. De Rohan family claimed its descent from Conan.;;;;;;;;;;;;;x
hist_loyal;Pia Fidelis;;;;;;;;;;;;;x
hist_loyal_desc;"Members of this dynasty are forever loyal to the Crown, or in other words they are - Pia Fidelis, Latin feminine form for ""pious and faithful"", was the cognomen of several Roman legions, awarded by an emperor when the legion had proved ""devoted and loyal"". Some legions received this honour several times, and their name included the number of awards.";;;;;;;;;;;;;x
title_co_emperor;Co-Emperor;;;;;;;;;;;;;x
title_co_emperor_desc;This character is counted as co-emperor to the current ruler, and he is a second powerful person in the realm.;;;;;;;;;;;;;x
title_royalguard;Imperial Guard;;;;;;;;;;;;;x
title_royalguard_desc;This person is a member of Imperor's Personal Guard (i.e. imperial horseguards). Based in capital, they escorted the Emperor whenever he left the City on campaign or on tours of the provinces.;;;;;;;;;;;;;x
title_right_hand;Kings Right Hand;;;;;;;;;;;;;
title_right_hand_desc;The title implies a very close personal or official relationship with the king i.e. extremely loyal! This option adds Pia Fidelis trait to all his future children, which can be inherited in agnatic way.;;;;;;;;;;;;;x
title_founder;Make a Noble;;;;;;;;;;;;;
title_founder_desc;"This dynasty is one of the new nobility, parvenu! They are less respected than old ones like Capetings, Welfs etc. This character is a descendant of a humble background who has rapidly gained wealth or an influential social position; a nouveau riche; an upstart, a social climber. ";;;;;;;;;;;;;x
hist_founder;Noble family;;;;;;;;;;;;;
hist_founder_desc;"This character is a member of a new noble family of noble origin. He is a descendant of a humble background who has rapidly gained wealth or an influential social position; a nouveau riche; an upstart, a social climber.";;;;;;;;;;;;;x
title_royal;Royal blood;;;;;;;;;;;;;x
title_royal_desc;Grant Prince Title;;;;;;;;;;;;;x
hist_royal;of Royal blood;;;;;;;;;;;;;x
hist_royal_desc;This character is of royal blood. He is a direct male descendant of a King or Emperor and counts as a great noble. ;;;;;;;;;;;;;x
hist_hunfrid;Blood of Hunfrid;;;;;;;;;;;;;
hist_hunfrid_desc;The Hunfridings or Burchardings were a family of probably Alemannic origin who rose to prominence in their homeland, eventually becoming the first ducal dynasty of Swabia. The first known member of the family was Hunfrid, Margrave of Istria and, according to some sources, last Duke of Friuli under Charlemagne from 799. The last member of the clan was Burchard III, Duke of Swabia, who died in 973. Descendants of the dynasty lived on in the female line through the House of Wettin and, according to some sources, the House of Hohenzollern.;;;;;;;;;;;;;x
hist_huosi;Blood of Huosi;;;;;;;;;;;;;
hist_huosi_desc;The Huosi were one of the Uradel noble families in the stem duchy of Bavaria during the reign of the Agilolfing dynasty, mentioned in the 743 Lex Baiuvariorum. An affiliation with the later Luitpolding dynasty is possible but not proven. The desendance of the East Frankish Luitpoldings has not been conclusively established. The progenitor of the family Margrave Luitpold of Bavaria possibly was a relative of the Early medieval Huosi noble family. An affiliation with the Bavarian House of Wittelsbach is possible though not proven, Count palatine Arnulf II about 940 had a castle built at Scheyern, the descendants of Count Otto I of Scheyern, documented as Vogt of Freising in 1047, are rated as ancestors of the Wittelsbachs.;;;;;;;;;;;;;x
hist_hohen;Blood of Staufer;;;;;;;;;;;;;
hist_hohen_desc;The House of Hohenstaufen, also known as the Swabian dynasty or the Staufer, was a dynasty of German monarchs in the High Middle Ages, reigning from 1138 to 1254. Three members of the dynasty were crowned Holy Roman Emperors. In 1194, the Hohenstaufens were granted the Kingdom of Sicily.;;;;;;;;;;;;;x
hist_ingelger;Blood of Ingelger;;;;;;;;;;;;;
hist_ingelger_desc;The House of Ingelger is the first dynasty in Anjou. The first documented member of the Angevins was an obscure 9th century Frankish nobleman named Ingelger. They were Counts of Anjou since 870. The male line of Ingelger became extinct in 1060. The House of Plantagenet descended from a Count of Gatinais who married the sister of the last count of the House of Ingelger. They were also known as Angevins.;;;;;;;;;;;;;x
hist_eogan;Blood of Eogan;;;;;;;;;;;;;
hist_eogan_desc;The Eoganachta or Eoghanachta were an Irish dynasty centred around Cashel which dominated southern Ireland from the 6-7th to the 10th centuries, and following that, in a restricted form, the Kingdom of Desmond, and its offshoot Carbery, to the late 16th century. By tradition the dynasty was founded by Conall Corc but named after his ancestor Eogan, the firstborn son of the semi-mythological 3rd-century king Ailill Aulom.;;;;;;;;;;;;;x
hist_inigo;Blood of Inigo Arista;;;;;;;;;;;;;
hist_inigo_desc;Inigo Arista (790 –  852) was a Basque leader considered the first King of Pamplona. He is thought to have risen to prominence after the defeat of local Frankish partisans in 816, and his rule is usually dated from shortly after the defeat of a Carolingian army in 824. He is first attested by chroniclers as a rebel against the Emirate of Cordoba from 840 until his death a decade later. Remembered as the nations founder, he would be referred to as early as the 10th century by the nickname Arista.;;;;;;;;;;;;;x
hist_benialfons;Blood of Beni Alfons;;;;;;;;;;;;;
hist_benialfons_desc;The Beni Alfons or Banu Alfonso were the family of kings which ruled in Asturias, Galicia, and Leon from the succession of Alfonso the Catholic, son of Peter of Cantabria in 740. Under their rule, the Astur-Leonese kingdom went from a small mountain enclave to one of the dominant powers in Hispania, only to be eclipsed and conquered by the Banu Sancho (Jimenez dynasty) of Navarre.;;;;;;;;;;;;;x
hist_ahalol;Blood of Ahalolfings;;;;;;;;;;;;;
hist_ahalol_desc;The Ahalolfings or Alaholfings were a noble family of Alemannia in the Early Middle Ages. The family rose in the Carolingian Empire to possess lands in not only Alemannia, but Bavaria, Franconia, and Italy. Their original power base was around the upper Neckar and Danube rivers. The Ahalolfings died out when Berthold III died in 973, though the Zahringen may be descended from them.;;;;;;;;;;;;;x
